no,username,nickname,komentar,likes,create_time,sentiment_label,label_notes,confidence,needs_review
113,fius.me,301,keberatan bros inimah makanya jawabanya nglantur😭,7,1777427091,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
114,thererers,jangkung,"Srius ini menteri, ko gini banget ya Indonesia😭",7,1777378720,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
115,meliday01,Meliday,Saya baru bangun loh bu masih belekan lgsung ngikkk ngikkk,5,1777418289,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
116,downeyy_10,Downey,sepakat,6,1777381457,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
117,tukangtahu29,#kembangtahu,nyari solusi dan kesimpulan kok peak,5,1777380432,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
118,bajuljowo,Agus Waluyo,potensi viral,5,1777355229,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
119,cakdarto_,Cakdarto,ibu ini lucu juga ya,34,1777354541,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
120,malayekageulis,Malayekacans,"Solusi No
Pergantian Pemain Yes😭😭",26,1777389244,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
121,astrophile_297,່,[Sticker] mungkin begini ya,22,1777382861,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
122,nothing_betttter,𝙨𝙖𝙗𝙪𝙣 𝙚𝙠𝙤𝙣𝙤𝙢𝙞,aura membanding bandingkan dengan anak tetangga kuat sekali,19,1777414109,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
123,bukh918,adam,solusi yang SANGAT TIDAK BERMANFAAT,19,1777383890,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
124,fidisora,fidisora,ngga solutif banget. memindahkan gerbong bukan solusi mengantisipasi korban tapi mengganti korban.,19,1777374163,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
125,ihkepooooooooooooooo,wahyudi ramadhan,"ngomong yang penting ❌
yang penting ngomong ✅",18,1777378545,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
126,sdmprbd,damss,"ngomong penting ❎
yg penting ngomong✅",18,1777357626,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
127,jikhhiih,Zaki   ROG,[Sticker] gini aja,13,1777601885,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
128,jkhsjjsjndnjdk,jdihkdh,"ngomong yg penting, yg penting ngomong",16,1777359159,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
129,rianhidayat030,Rian Hidayat,"nyari solusi ❌
yang penting ngomong ✅",15,1777385450,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
130,assshhhh022,assshhhh,CAPE BGT BACAIN KOMEN😭,15,1777379739,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
131,robaqii,Robaqi,Sitem nya yg di evaluasi bukan mindahin Gerbong 🗿,15,1777377467,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
132,estu_98,Est..,"ngomong yang penting ❌
yang penting ngomong ✅",10,1777723504,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
133,holil_yahya,Cemilan Abim,Capek bgt ngetawain komen 🤣,10,1777645444,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
134,amarzz5578,عمار عباد الرحمان,"Gerbong belakang jadi bemper aja, atau di desain gerbong belakang dikosongkan jadi bemper, lokomotifnya juga di kasih bemper yg bisa meredam benturan atau meminimalisir dampak dari benturan, ikhtiar tidaklah merusak tawakal dan tidaklah menolak takdir. Tapi ide tersebut mungkin di anggap tidak efektif dan efisien serta pesimis, tidak optimia, tidak tawakal.",13,1777385166,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
135,tr4basz,MoU,simtemnya yg dibenahi bkn posisinya,13,1777363905,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
136,jay.muhlam,jay.muhlam,[Sticker] bukan nya cari solusi malah ganti formasi,12,1777448863,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
137,rumah.sehatoffical,Klinik_sehat,"seharusnya ada sistem keselamatan berbasis bersama.. jgn berbasis satu sistem saja.. masinis harusnya punya koneksi ke kereta di belakangnya.. jika kereta A sudah memberikan sinyal berhenti ke kereta di belakangnya, maka tinggal menunggu tanggapan kereta B sambil berjalan pelan selama jalur di depannya kosong hingga kereta B memberikan sinyal balik bahwa mereka sudah mengcopy dan merespon sinyal.. jadi jgn langsung berhenti mendadak. serta bagian ujung2 kereta ada lampu sinyal khusus keadaan darurat agar kereta yang jaraknya berdekatan pun masih sempat melihat sinyal secara visual langsung. gerbong belakang juga harusnya di rancang sistem tanggap darurat.. dan bisa terbuka otomatis saat keadaan beresiko tinggi sesuai tanggapan sinyal kereta di depan nya.. namun tidak di respon oleh kereta di belakangnya.. petugas keamanan bagian belakang sudah bersiap memberikan aba2 kpd gerbong belakang untuk keluar jika kereta belakang tidak memberikan respon. gmn cocok gk gua jadi pimpinan HSE di PT KAI ?",12,1777377627,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
138,zero.nts,Arf,Solusi yg tidak menyelesaikan masalah 😅,12,1777364275,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
139,mas..afin,Mas Afin,ga sekalian paling depan aja 😭,12,1777361289,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
140,tiara.aila92,Tiara aila,bagaimana kalau gerbong paling depan dan belakang diisi para pejabat bu,11,1777385147,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
141,haesmbuh_,Mas ✅️,😢 miris pernyataan seperti ini keluar dari mulut mentri,11,1777373592,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
142,siluman_kangguru,siluman_kangguru,ngomong yang penting ❎️yang penting ngomong ✅️,11,1777368466,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
143,byebyelemakjahat,namsjuug,"Kenapa fokusnya di posisi gerbong?. Fokusnya di infrasuktur lainnya. Sistemnya, tracknya, palang pintunya dll. Mau gerbongnya dipindah kalo insfrasukturnya gak ditingkatin ya kejadian lagi.",11,1777362512,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
144,wongbumiayu91,HYA-Store,"paling tepat udh bner penempatan gerbong wanita d paling depan dan paling belakang, krn kan jml gerbong beda2, klo posisi d tengah itu akan susah utk mengatur nya. ini musibah dan hrs bener2 d evaluasi terkait persinyalan. jujur saya pengguna kereta API. argo bromo anggrek langganan saya tiap 2 minggu sekali PP jkarta - surabaya. krl nya jga langganan utk melanjutkan perjalanan ke stasiun maja tujuan rumah.",11,1777356630,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
145,davidlubbay,David lubbay,pak presiden klau milih pejabat yg cerdas lah,10,1777435244,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
146,muhamad.1453,Muhamad salim,[Sticker] walaupun kami jarang merayakan ulang tahun tapi kami juga pengen panjang umur buu🙏,10,1777433467,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
147,elizabethr_majestic2,ElizabethR Majestic,"Setiap manusia memiliki hak hidup yang sama tanpa pengecualian. Hal ini secara tegas dijamin dalam Undang-Undang Dasar 1945, khususnya Pasal 28A yang menyatakan bahwa “Setiap orang berhak untuk hidup serta berhak mempertahankan hidup dan kehidupannya.” Selain itu, Pasal 28D ayat (1) juga menegaskan bahwa setiap orang berhak atas pengakuan, jaminan, perlindungan, dan kepastian hukum yang adil serta perlakuan yang sama di hadapan hukum.
Berdasarkan hal tersebut, tidak seharusnya ada kebijakan yang terkesan membedakan nilai keselamatan antara satu kelompok dengan kelompok lainnya, baik itu laki-laki maupun perempuan. Dalam situasi yang menyangkut keselamatan jiwa, seluruh manusia memiliki hak yang setara untuk dilindungi tanpa adanya prioritas yang dapat menimbulkan kesan bahwa satu nyawa lebih penting dibanding yang lain.
Meskipun tujuan perlindungan terhadap perempuan dapat dipahami dari sisi sosial dan keamanan, kebijakan publik tetap harus mempertimbangkan prinsip keadilan yang menyeluruh. Perlindungan tidak boleh mengarah pada perlakuan yang menimbulkan ketimpangan dalam hak dasar, terutama hak untuk hidup yang bersifat mutlak dan tidak tergantikan.
Oleh karena itu, setiap kebijakan seharusnya dirancang secara hati-hati, berbasis data, serta mempertimbangkan keselamatan seluruh penumpang tanpa terkecuali, sehingga nilai keadilan dan kemanusiaan tetap terjaga sesuai dengan amanat konstitusi.",10,1777397295,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
148,iizzdhhh,iz,"ngomong yang penting ❎
yang penting ngomong ✅",10,1777380493,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
149,riostigma,Rio Al Rasyid,pantesssss pemerintah kita mengalami kemunduran kinerja,10,1777364413,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
150,anjayselibawgedubrak,vita mahjing,GAKUAT LUCU BGT STATEMENTNYA,9,1777471611,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
151,neont_s7,N E O N  S7,"izin, turut berdukacita buat suami ibuk🗿",9,1777445747,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
152,udatos11,ι ωαηт тσ ѕнє👻,Dari cara beliau memberikan solusi ini sudah cukup menunjukkan kualitas dirinya 🔥,9,1777431321,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
153,reristaofficial,Rerista Store,stand up comedy ini keren..keren gublox nya..,9,1777376968,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
154,kuihuazi,ydhya,wow SOLUSI tuh,9,1777376528,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
155,rianswann,rian,"Ga ngaruh njiirrr mau dimanapun duduknya kecelakaan gabisa dihindarin, yg dibenerin tuh sistemnya, jelas2 salah sistem yg dibenerin duduknya",9,1777362304,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
156,ghalmadz120407,MADZZ,"[Sticker] meski kami jarang merayakan ulang tahun, kami juga ingin panjang umur",8,1777438078,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
157,hengki.firmansyah975,￴￴,"padahal mentri, bukannya ngasih solusi malah numbalin.",8,1777434511,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
158,fian2810,NDR,[Sticker] yg ibu maksut,7,1777565910,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
159,evan.pattiwael,Evandrian_,Saya setuju gerbong yg depan ibu dan gerbong belakang suami ibu,8,1777430565,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
160,indarrasidoedan,Indar rasido edan,saya mengusulkan nanti ibu yang taruh di atas 🙏,8,1777428632,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
161,radengiri_,𝑹𝑨𝑫𝑬𝑵 𝑮𝑰𝑹𝑰,[Sticker] kenapa gak usulkan pasang buble wrap aja bu,8,1777422192,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
162,real_hy,Hys🦋,Ngomong yg penting ❌ yg penting ngomong ✅,8,1777418063,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
163,youone3110,YOU3110ONE,"itu bkn solusi tp cuma mengganti korban aj....
harusnya gmn caranya agar tdk terjadi kecelakaan...seandainya kecelakaan bgmn caranya menghindari korban",8,1777381509,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
164,almeera_jasmine,Jasmine˚୨୧,"semua nyawa itu berharga Buk baik laki² maupun perempuan, knpa malah bgtu jawabnya 😩",8,1777372940,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
165,fathurperdanaa,Fathur Perdana,"ngomong yang penting ❌
yang penting ngomong ✅",8,1777372927,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
166,1sh.1sh.1sh,Ish Ish Ish,"aku maklum, lulusan SMA soalnya🥰",8,1777366039,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
167,raii_sraayyyy,sraayyyy,ya Allah bu. kalo yg celaka laki laki kesian juga bu. coba pikirin solusinya tuh gimana gerbong tetap aman kalo sekiranya ada kejadian tdk terduga kek gini. jangan menyederhanakan sesuatu yg tidak sederhana bu.,8,1777361147,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
168,ardieffendi21,Siii_Ardiii,"ngomong penting❌
yang penting ngomong✅",7,1777441213,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
169,user95761315273098,user95761315273098,"ngomong yang penting ❎
yang penting ngomong ✅",7,1777430755,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
170,alisihadi21,ali_sihadi,[Sticker] gini kah maksudnya🗿,7,1777394532,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
171,realllw_,rell,"woy sumpah gua ngakak banget malem""😭🙏",7,1777389685,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
172,fkribm,fik,ini siapa sih dong o bgttt,7,1777382413,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
173,attacklim88,Atak Lim88,Harusnya ada sensor ABS di gerbong Masinis jadi jika terjadi ada trouble atau ada kecelakaan KA otomatis ngerem .Bagaimana ide saya ini Bu 🙏masuk akal kan,7,1777381755,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
174,roobi89,roobi89,"usul teraneh, hrsnya evaluasi sistem, kinerja staf jgn lupa pengamanan track lintasan. klo mau gerbong depan belakang khusus pejabat/ dpr",7,1777379826,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
175,minlyptwi,heey,"ya Allah, gak kasih solusi sama sekali 😭😭",7,1777375580,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
176,sampaihatiyah,titikoma,STRESSSS MAKIN SUSAH NANTI ATURANNYA,7,1777375202,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
177,aepgolodog,ID 79,yg salah bagian traffic signal. .human error...,7,1777356361,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
178,myadi032,M Yadi,"mau dibelakang atau didepan ga ada pengaruhnya,namanya jg musibah.",7,1777356028,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
179,awrie76,Riie👾,[Sticker] walaupun kami jarang merayakan ulang tahun tapi kami juga pengen panjang umur buu🙏,6,1777453868,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
180,ananda.nicolaus.p,gold is great,[Sticker] siap buuuu,6,1777447939,Netral,Komentar terlalu singkat/ambigu untuk polaritas kuat,0.7,Ya
181,earthz_v,eksamsi_,mending di ganti aja ni mentri,6,1777435595,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
182,wahyudinbogor99,JAWARA JAMPANG,[Sticker] kalo gabisa ngasi solusi gausah ngomong,6,1777432103,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
183,ar2a14,ポロロ,buu saya laki2 juga terbuat dari tanah liat buu bukan dari besi baja😭😭tolong,6,1777429593,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
184,ryanpahlawan,Kupay,[Sticker] disuruh kasih solusi malah ganti formasi,6,1777424295,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
185,alfqmidi_,𝖌𝖎𝖗𝖎𝖒𝖆𝖉𝖆,[Sticker] asbun banget,6,1777414826,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
186,putsepp,_putsep,"Buu mon maap ini bukan solusi, ada2 aja deh idenya kya Mr. DIY 😭",6,1777391843,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
187,lololi0996,lenita,pinter amat sih bun jawabannyaa sukaa dehh,6,1777390782,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
188,salmahhusnaini,xenaa,normalisasi DPR naik kereta gerbong belakang sama depan aja🙏🏻🙏🏻,6,1777389097,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
189,lyaulsd,cya,anjirlah stop😭,6,1777386282,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
190,rulifauzi32,Ruli Fauzi,[Sticker] gua sebagai lelaki,6,1777383733,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
191,edelweissfarm,Edelweiss,"buk yg harus di benahi itu sistem perlintasan kereta nya ,KLO pindah pindah gerbong itu bukan solusi ...ya ampun",6,1777378781,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
192,chzmilyn,ipnz,usulannya ga bermutu bu,6,1777377070,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
193,anjum19955,Aanjum 95 😎,SARAN GUA KERETA API PAKE REM TANGAN,6,1777376286,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
194,wahyudi.anugrah_,Zazuu:),"POV :
Jawab Ngasal dulu ah.. Entar Juga Klarifikasi😌",6,1777375236,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
195,gala8l0,gala8l0,atas dasar apa mengusulkan begitu? ga masuk akal bu😌,6,1777364231,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
196,wahyu.id_,WahyuID,"lebih baik, depan belakang, ada gerbong kosong",6,1777363061,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
197,jepretgabut,Luthfiee_24,Ngomong yang penting ❎ Yang penting ngomong ✅,6,1777361868,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
198,ng3xx,Rosinante Irawan,"cuma butuh solusi sih..
bukan formasi. 😅😅",5,1777484308,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
